ID;CHOICE;LUGGAGE;AGE;GA;TRAIN_TT;TRAIN_CO;SM_TT;SM_CO;SM_SEATS;CAR_TT;CAR_CO
237;2;1;3;0;190;49;101;57;0;208;80
237;2;1;3;0;247;49;109;62;1;128;80
237;1;1;3;0;209;49;109;62;0;208;130
237;2;1;3;0;209;54;109;62;0;128;130
237;2;1;3;0;190;54;109;62;1;208;100
237;1;1;3;0;190;65;101;74;1;160;80
237;2;1;3;0;190;54;95;64;0;160;130
237;1;1;3;0;209;65;109;86;1;160;130
238;1;1;3;0;213;68;70;72;1;190;95
238;1;1;3;0;170;51;76;58;0;247;76
238;1;1;3;0;213;51;84;62;1;152;76
238;1;1;3;0;184;51;84;62;0;247;123
238;2;1;3;0;184;57;84;64;0;152;123
238;3;1;3;0;170;57;84;64;1;247;95
238;2;1;3;0;170;68;76;78;1;190;76
238;2;1;3;0;170;57;70;66;0;190;123
238;1;1;3;0;184;68;84;88;1;190;123
239;2;1;4;0;129;31;105;38;0;0;0
239;2;1;4;0;148;31;107;42;0;0;0
239;2;1;4;0;120;31;103;36;0;0;0
239;2;1;4;0;120;26;105;36;0;0;0
239;2;1;4;0;148;23;105;26;0;0;0
239;2;1;4;0;120;31;107;42;0;0;0
239;2;1;4;0;129;23;103;32;0;0;0
239;2;1;4;0;148;26;103;32;0;0;0
239;2;1;4;0;120;23;107;29;0;0;0
240;1;1;4;0;81;18;52;20;0;50;20
240;1;1;4;0;81;16;48;24;0;65;25
240;1;1;4;0;81;18;50;26;1;65;32
240;1;1;4;0;71;16;48;24;1;40;32
240;2;1;4;0;74;18;48;22;1;65;20
240;2;1;4;0;74;16;50;18;1;40;25
240;2;1;4;0;74;22;48;24;0;40;20
240;1;1;4;0;74;18;50;26;0;50;25
240;2;1;4;0;81;22;50;26;0;40;32
241;1;1;4;0;266;74;93;78;1;190;130
241;1;1;4;0;212;56;101;64;0;247;104
241;1;1;4;0;266;56;111;66;1;152;104
241;1;1;4;0;230;56;111;66;0;247;169
241;1;1;4;0;230;62;111;70;0;152;169
241;1;1;4;0;212;62;111;70;1;247;130
241;1;1;4;0;212;74;101;82;1;190;104
241;1;1;4;0;212;62;93;72;0;190;169
241;1;1;4;0;230;74;111;99;1;190;169
242;1;1;4;0;78;25;45;28;0;60;32
242;1;1;4;0;78;22;41;31;0;78;40
242;1;1;4;0;78;25;43;34;1;78;52
242;1;1;4;0;61;22;41;31;1;48;52
242;1;1;4;0;67;25;41;29;1;78;32
242;1;1;4;0;67;22;43;25;1;48;40
242;1;1;4;0;67;30;41;32;0;48;32
242;1;1;4;0;67;25;43;34;0;60;40
242;1;1;4;0;78;30;43;35;0;48;52
243;2;1;4;0;133;48;68;52;0;0;0
243;2;1;4;0;133;48;64;58;1;0;0
243;2;1;4;0;133;43;61;54;0;0;0
243;1;1;4;0;112;43;61;54;1;0;0
243;1;1;4;0;119;48;61;53;1;0;0
243;1;1;4;0;119;43;64;48;1;0;0
243;1;1;4;0;119;58;61;57;0;0;0
243;1;1;4;0;133;58;64;62;0;0;0
243;1;1;4;0;119;48;64;58;0;0;0
244;1;1;5;0;125;38;95;42;1;0;0
244;2;1;5;0;125;29;99;32;1;0;0
244;1;1;5;0;100;29;97;32;0;0;0
244;1;1;5;0;108;29;99;32;0;0;0
244;1;1;5;0;108;32;99;35;0;0;0
244;1;1;5;0;100;32;99;35;1;0;0
244;1;1;5;0;100;38;97;42;1;0;0
244;1;1;5;0;108;38;99;46;1;0;0
244;1;1;5;0;100;32;95;36;0;0;0
245;3;1;5;0;161;40;70;45;0;75;56
245;2;1;5;0;161;40;64;53;1;97;91
245;2;1;5;0;161;36;59;50;0;97;70
245;2;1;5;0;129;36;59;50;1;60;91
245;2;1;5;0;140;40;59;46;1;97;56
245;2;1;5;0;140;36;64;42;1;60;70
245;2;1;5;0;140;48;59;50;0;60;56
245;2;1;5;0;161;48;64;53;0;60;91
245;2;1;5;0;140;40;64;53;0;75;70
246;2;1;5;0;144;48;70;50;1;110;70
246;2;1;5;0;120;36;73;42;0;143;56
246;2;1;5;0;144;36;77;43;1;88;56
246;2;1;5;0;128;36;77;43;0;143;91
246;2;1;5;0;128;40;77;45;0;88;91
246;2;1;5;0;120;40;77;45;1;143;70
246;2;1;5;0;120;48;73;53;1;110;56
246;2;1;5;0;120;40;70;48;0;110;91
246;2;1;5;0;128;48;77;62;1;110;91
247;2;1;5;0;98;38;87;42;0;130;40
247;2;1;5;0;90;38;85;42;0;130;52
247;1;1;5;0;115;38;89;46;0;130;32
247;1;1;5;0;90;32;87;40;0;80;32
247;2;1;5;0;115;29;87;32;0;100;52
247;1;1;5;0;98;29;85;38;0;100;32
247;1;1;5;0;90;38;89;46;0;80;40
247;1;1;5;0;90;29;89;32;0;100;40
247;2;1;5;0;115;32;85;36;0;80;40
248;1;1;5;0;96;26;62;29;0;0;0
248;1;1;5;0;96;23;58;32;0;0;0
248;1;1;5;0;96;26;60;35;1;0;0
248;1;1;5;0;78;23;58;32;1;0;0
248;1;1;5;0;84;26;58;31;1;0;0
248;1;1;5;0;84;31;58;34;0;0;0
248;1;1;5;0;84;23;60;26;1;0;0
248;1;1;5;0;84;26;60;35;0;0;0
248;1;1;5;0;96;31;60;36;0;0;0
250;2;1;1;0;101;35;36;42;0;0;0
250;2;1;1;0;101;35;32;49;1;0;0
250;2;1;1;0;101;31;29;46;0;0;0
250;2;1;1;0;80;31;29;46;1;0;0
250;2;1;1;0;87;35;29;43;1;0;0
250;2;1;1;0;87;31;32;38;1;0;0
250;2;1;1;0;87;42;29;46;0;0;0
250;2;1;1;0;101;42;32;49;0;0;0
250;2;1;1;0;87;35;32;49;0;0;0
251;2;1;2;0;125;48;49;53;0;143;35
251;2;1;2;0;114;48;44;50;0;143;45
251;2;1;2;0;146;48;55;62;0;143;28
251;2;1;2;0;114;40;49;53;0;88;28
251;2;1;2;0;146;36;49;42;0;110;45
251;2;1;2;0;125;36;44;50;0;110;28
251;3;1;2;0;114;48;55;62;0;88;35
251;2;1;2;0;114;36;55;43;0;110;35
251;2;1;2;0;146;40;44;46;0;88;35
252;2;1;2;0;115;48;39;53;0;143;65
252;2;1;2;0;136;48;45;62;0;143;52
252;2;1;2;0;104;48;34;50;0;143;84
252;2;1;2;0;104;40;39;53;0;88;52
252;2;1;2;0;136;36;39;42;0;110;84
252;2;1;2;0;115;36;34;50;0;110;52
252;2;1;2;0;104;48;45;62;0;88;65
252;2;1;2;0;136;40;34;46;0;88;65
252;2;1;2;0;104;36;45;43;0;110;65
253;2;1;2;0;214;74;85;82;0;0;0
253;2;1;2;0;194;74;77;80;0;0;0
253;2;1;2;0;254;74;95;99;0;0;0
253;2;1;2;0;194;62;85;86;0;0;0
253;2;1;2;0;254;56;85;64;0;0;0
253;1;1;2;0;214;56;77;80;0;0;0
253;2;1;2;0;194;74;95;99;0;0;0
253;1;1;2;0;194;56;95;66;0;0;0
253;2;1;2;0;254;62;77;72;0;0;0
254;2;1;3;0;146;40;55;45;0;0;0
254;2;1;3;0;146;40;49;53;1;0;0
254;1;1;3;0;146;36;44;50;0;0;0
254;2;1;3;0;114;36;44;50;1;0;0
254;1;1;3;0;125;40;44;46;1;0;0
254;1;1;3;0;125;36;49;42;1;0;0
254;2;1;3;0;125;48;44;50;0;0;0
254;1;1;3;0;146;48;49;53;0;0;0
254;2;1;3;0;125;40;49;53;0;0;0
255;2;1;3;0;150;38;78;43;0;80;40
255;2;1;3;0;150;38;74;50;1;104;65
255;2;1;3;0;150;34;71;48;0;104;50
255;2;1;3;0;118;34;71;48;1;64;65
255;2;1;3;0;129;38;71;45;1;104;40
255;2;1;3;0;129;34;74;40;1;64;50
255;2;1;3;0;129;46;71;48;0;64;40
255;2;1;3;0;150;46;74;50;0;64;65
255;2;1;3;0;129;38;74;50;0;80;50
256;2;1;3;0;131;26;62;31;0;70;53
256;2;1;3;0;131;26;58;38;1;91;86
256;2;1;3;0;131;23;55;35;0;91;66
256;2;1;3;0;104;23;55;35;1;56;86
256;2;1;3;0;113;26;55;32;1;91;53
256;2;1;3;0;113;23;58;26;1;56;66
256;2;1;3;0;113;31;55;36;0;56;53
256;2;1;3;0;131;31;58;38;0;56;86
256;2;1;3;0;113;26;58;38;0;70;66
257;2;1;4;0;131;50;88;54;0;143;70
257;1;1;4;0;121;50;85;52;0;143;91
257;1;1;4;0;150;50;92;62;0;143;56
257;1;1;4;0;121;42;88;54;0;88;56
257;1;1;4;0;150;38;88;43;0;110;91
257;2;1;4;0;131;38;85;50;0;110;56
257;2;1;4;0;121;50;92;62;0;88;70
257;1;1;4;0;121;38;92;45;0;110;70
257;1;1;4;0;150;42;85;48;0;88;70
258;1;1;3;0;192;52;63;57;0;0;0
258;2;1;3;0;192;52;55;72;1;0;0
258;2;1;3;0;192;47;49;66;0;0;0
258;2;1;3;0;149;47;49;66;1;0;0
258;2;1;3;0;163;52;49;62;1;0;0
258;2;1;3;0;163;47;55;53;1;0;0
258;2;1;3;0;163;62;49;66;0;0;0
258;2;1;3;0;192;62;55;70;0;0;0
258;2;1;3;0;163;52;55;72;0;0;0
259;2;3;2;0;197;54;142;57;0;234;65
259;2;3;2;0;177;54;139;56;0;234;84
259;2;3;2;0;236;54;146;66;0;234;52
259;3;3;2;0;177;45;142;57;0;144;52
259;2;3;2;0;236;40;142;46;0;180;84
259;3;3;2;0;197;40;139;53;0;180;52
259;3;3;2;0;177;54;146;66;0;144;65
259;2;3;2;0;177;40;146;48;0;180;65
259;2;3;2;0;236;45;139;52;0;144;65
260;2;3;3;0;147;54;71;58;0;0;0
260;2;3;3;0;133;54;66;56;0;0;0
260;1;3;3;0;174;54;77;66;0;0;0
260;1;3;3;0;133;45;71;58;0;0;0
260;2;3;3;0;174;40;71;46;0;0;0
260;1;3;3;0;147;40;66;54;0;0;0
260;1;3;3;0;133;54;77;66;0;0;0
260;2;3;3;0;133;40;77;49;0;0;0
260;2;3;3;0;174;45;66;52;0;0;0
261;2;3;4;0;71;19;38;22;1;0;0
261;2;3;4;0;71;14;42;19;1;0;0
261;2;3;4;0;61;14;40;18;0;0;0
261;1;3;4;0;64;14;42;19;0;0;0
261;2;3;4;0;64;16;42;20;0;0;0
261;2;3;4;0;61;16;42;20;1;0;0
261;2;3;4;0;61;19;40;25;1;0;0
261;2;3;4;0;64;19;42;31;1;0;0
261;2;3;4;0;61;16;38;21;0;0;0
262;1;1;1;0;102;26;32;31;1;0;0
262;2;1;1;0;81;20;35;24;0;0;0
262;2;1;1;0;102;20;39;26;1;0;0
262;1;1;1;0;88;20;39;26;0;0;0
262;2;1;1;0;88;22;39;26;0;0;0
262;1;1;1;0;81;22;39;26;1;0;0
262;1;1;1;0;81;26;35;32;1;0;0
262;2;1;1;0;81;22;32;28;0;0;0
262;1;1;1;0;88;26;39;40;1;0;0
263;2;0;1;0;251;44;78;47;1;0;0
263;2;0;1;0;197;33;86;38;0;0;0
263;2;0;1;0;251;33;96;40;1;0;0
263;2;0;1;0;215;33;96;40;0;0;0
263;2;0;1;0;215;37;96;42;0;0;0
263;2;0;1;0;197;37;96;42;1;0;0
263;2;0;1;0;197;44;86;50;1;0;0
263;2;0;1;0;197;37;78;44;0;0;0
263;1;0;1;0;215;44;96;60;1;0;0
264;2;1;2;0;134;18;65;20;0;0;0
264;2;1;2;0;134;18;61;24;1;0;0
264;1;1;2;0;134;16;58;23;0;0;0
264;1;1;2;0;104;16;58;23;1;0;0
264;2;1;2;0;114;18;58;21;1;0;0
264;2;1;2;0;114;16;61;18;1;0;0
264;2;1;2;0;114;22;58;23;0;0;0
264;2;1;2;0;134;22;61;24;0;0;0
264;1;1;2;0;114;18;61;24;0;0;0
265;1;1;4;0;64;18;40;21;0;91;60
265;1;1;4;0;76;18;42;24;0;91;48
265;1;1;4;0;58;18;38;20;0;91;78
265;1;1;4;0;58;15;40;20;0;56;48
265;1;1;4;0;76;13;40;15;0;70;78
265;1;1;4;0;58;18;42;24;0;56;60
265;1;1;4;0;64;13;38;18;0;70;48
265;1;1;4;0;76;15;38;18;0;56;60
265;1;1;4;0;58;13;42;16;0;70;60
266;2;1;5;0;81;10;52;12;0;60;8
266;2;1;5;0;81;9;48;14;0;78;10
266;2;1;5;0;81;10;50;16;1;78;13
266;1;1;5;0;71;9;48;14;1;48;13
266;2;1;5;0;74;10;48;12;1;78;8
266;2;1;5;0;74;12;48;14;0;48;8
266;2;1;5;0;74;9;50;11;1;48;10
266;3;1;5;0;74;10;50;16;0;60;10
266;2;1;5;0;81;12;50;15;0;48;13
267;2;1;1;0;109;15;44;18;0;0;0
267;1;1;1;0;109;15;40;23;1;0;0
267;1;1;1;0;109;13;37;20;0;0;0
267;2;1;1;0;88;13;37;20;1;0;0
267;1;1;1;0;95;15;37;19;1;0;0
267;2;1;1;0;95;13;40;16;1;0;0
267;2;1;1;0;95;18;37;20;0;0;0
267;2;1;1;0;109;18;40;23;0;0;0
267;1;1;1;0;95;15;40;23;0;0;0
268;2;1;1;0;38;12;14;15;0;0;0
268;2;1;1;0;45;12;16;18;0;0;0
268;2;1;1;0;35;12;12;14;0;0;0
268;2;1;1;0;35;10;14;16;0;0;0
268;2;1;1;0;45;9;14;11;0;0;0
268;2;1;1;0;38;9;12;14;0;0;0
268;2;1;1;0;35;12;16;18;0;0;0
268;2;1;1;0;45;10;12;12;0;0;0
268;2;1;1;0;35;9;16;12;0;0;0
269;2;1;1;0;122;76;45;83;1;70;50
269;2;1;1;0;94;57;48;65;0;91;40
269;2;1;1;0;122;57;52;70;1;56;40
269;1;1;1;0;103;57;52;70;0;91;65
269;2;1;1;0;103;63;52;71;0;56;65
269;2;1;1;0;94;63;52;71;1;91;50
269;2;1;1;0;94;76;48;86;1;70;40
269;2;1;1;0;94;63;45;76;0;70;65
269;2;1;1;0;103;76;52;98;1;70;65
270;2;1;1;0;197;114;111;116;1;0;0
270;2;1;1;0;155;85;114;98;0;0;0
270;2;1;1;0;197;85;118;99;1;0;0
270;1;1;1;0;169;85;118;99;0;0;0
270;1;1;1;0;169;95;118;103;0;0;0
270;1;1;1;0;155;95;118;103;1;0;0
270;1;1;1;0;155;114;114;123;1;0;0
270;1;1;1;0;155;95;111;106;0;0;0
270;1;1;1;0;169;114;118;139;1;0;0
271;2;1;2;0;199;127;86;144;0;0;0
271;2;1;2;0;184;127;80;139;0;0;0
271;2;1;2;0;230;127;94;165;0;0;0
271;2;1;2;0;184;106;86;144;0;0;0
271;2;1;2;0;230;95;86;111;0;0;0
271;2;1;2;0;199;95;80;132;0;0;0
271;2;1;2;0;184;127;94;165;0;0;0
271;2;1;2;0;184;95;94;116;0;0;0
271;2;1;2;0;230;106;80;128;0;0;0
272;2;1;3;0;141;62;94;80;1;0;0
272;1;1;3;0;110;47;97;62;0;0;0
272;2;1;3;0;141;47;101;65;1;0;0
272;2;1;3;0;120;47;101;65;0;0;0
272;2;1;3;0;120;52;101;68;0;0;0
272;1;1;3;0;110;52;101;68;1;0;0
272;1;1;3;0;110;62;97;83;1;0;0
272;1;1;3;0;110;52;94;71;0;0;0
272;1;1;3;0;120;62;101;91;1;0;0
273;2;1;3;0;166;96;90;108;0;156;85
273;2;1;3;0;152;96;85;103;0;156;110
273;2;1;3;0;194;96;96;123;0;156;68
273;2;1;3;0;152;80;90;108;0;96;68
273;2;1;3;0;194;72;90;86;0;120;110
273;2;1;3;0;166;72;85;99;0;120;68
273;2;1;3;0;152;96;96;123;0;96;85
273;2;1;3;0;152;72;96;90;0;120;85
273;2;1;3;0;194;80;85;95;0;96;85
274;2;1;3;0;116;58;46;65;1;60;40
274;1;1;3;0;95;43;49;50;0;78;32
274;3;1;3;0;116;43;53;53;1;48;32
274;2;1;3;0;102;43;53;53;0;78;52
274;2;1;3;0;102;48;53;53;0;48;52
274;3;1;3;0;95;48;53;53;1;78;40
274;3;1;3;0;95;58;49;70;1;60;32
274;2;1;3;0;95;48;46;58;0;60;52
274;1;1;3;0;102;58;53;83;1;60;52
275;2;1;1;0;143;52;81;62;0;0;0
275;2;1;1;0;143;52;77;76;1;0;0
275;1;1;1;0;143;47;74;70;0;0;0
275;1;1;1;0;111;47;74;70;1;0;0
275;1;1;1;0;122;52;74;63;1;0;0
275;2;1;1;0;122;47;77;53;1;0;0
275;2;1;1;0;122;62;74;71;0;0;0
275;2;1;1;0;143;62;77;76;0;0;0
275;1;1;1;0;122;52;77;76;0;0;0
276;1;1;5;0;60;46;36;57;0;52;20
276;1;1;5;0;68;46;38;65;0;52;16
276;1;1;5;0;56;46;34;52;0;52;26
276;1;1;5;0;56;38;36;57;0;32;16
276;1;1;5;0;68;34;36;40;0;40;26
276;1;1;5;0;56;46;38;65;0;32;20
276;1;1;5;0;60;34;34;52;0;40;16
276;1;1;5;0;68;38;34;48;0;32;20
276;1;1;5;0;56;34;38;42;0;40;20
277;2;1;2;0;243;108;106;123;0;0;0
277;2;1;2;0;243;108;98;149;1;0;0
277;2;1;2;0;243;97;92;139;0;0;0
277;2;1;2;0;187;97;92;139;1;0;0
277;2;1;2;0;206;108;92;128;1;0;0
277;2;1;2;0;206;97;98;114;1;0;0
277;2;1;2;0;206;130;92;139;0;0;0
277;2;1;2;0;243;130;98;149;0;0;0
277;2;1;2;0;206;108;98;149;0;0;0
278;2;3;4;0;197;148;68;165;0;247;100
278;2;3;4;0;179;148;60;156;0;247;130
278;2;3;4;0;233;148;78;198;0;247;80
278;2;3;4;0;179;123;68;172;0;152;80
278;2;3;4;0;233;111;68;128;0;190;130
278;2;3;4;0;197;111;60;156;0;190;80
278;2;3;4;0;179;148;78;198;0;152;100
278;2;3;4;0;179;111;78;132;0;190;100
278;2;3;4;0;233;123;60;144;0;152;100
279;2;3;1;0;244;148;71;161;1;0;0
279;2;3;1;0;190;111;79;128;0;0;0
279;2;3;1;0;244;111;89;132;1;0;0
279;1;3;1;0;208;111;89;132;0;0;0
279;2;3;1;0;208;123;89;139;0;0;0
279;2;3;1;0;190;123;89;139;1;0;0
279;2;3;1;0;190;148;79;165;1;0;0
279;2;3;1;0;190;123;71;144;0;0;0
279;2;3;1;0;208;148;89;198;1;0;0
280;1;3;2;0;66;45;37;52;0;70;28
280;1;3;2;0;66;40;33;58;0;91;35
280;1;3;2;0;66;45;35;63;1;91;45
280;1;3;2;0;56;40;33;58;1;56;45
280;1;3;2;0;59;45;33;57;1;91;28
280;3;3;2;0;59;40;35;48;1;56;35
280;3;3;2;0;59;54;33;63;0;56;28
280;3;3;2;0;59;45;35;63;0;70;35
280;3;3;2;0;66;54;35;65;0;56;45
281;2;3;2;0;53;44;20;50;1;50;30
281;2;3;2;0;43;33;22;38;0;65;24
281;2;3;2;0;53;33;24;40;1;40;24
281;2;3;2;0;46;33;24;40;0;65;39
281;2;3;2;0;46;37;24;42;0;40;39
281;2;3;2;0;43;37;24;42;1;65;30
281;2;3;2;0;43;44;22;53;1;50;24
281;2;3;2;0;43;37;20;43;0;50;39
281;1;3;2;0;46;44;24;63;1;50;39
282;2;3;3;0;114;68;74;76;0;70;40
282;2;3;3;0;114;61;70;76;0;91;50
282;2;3;3;0;114;68;72;83;1;91;65
282;3;3;3;0;87;61;70;76;1;56;65
282;3;3;3;0;96;68;70;76;1;91;40
282;3;3;3;0;96;82;70;86;0;56;40
282;1;3;3;0;96;61;72;68;1;56;50
282;3;3;3;0;96;68;72;83;0;70;50
282;2;3;3;0;114;82;72;90;0;56;65
283;1;3;2;0;216;130;108;149;0;221;100
283;1;3;2;0;202;130;102;139;0;221;130
283;2;3;2;0;245;130;116;172;0;221;80
283;2;3;2;0;202;108;108;149;0;136;80
283;2;3;2;0;245;97;108;114;0;170;130
283;1;3;2;0;216;97;102;139;0;170;80
283;3;3;2;0;202;130;116;172;0;136;100
283;2;3;2;0;202;97;116;123;0;170;100
283;2;3;2;0;245;108;102;128;0;136;100
284;2;3;1;0;46;44;22;53;0;0;0
284;2;3;1;0;43;44;20;50;0;0;0
284;2;3;1;0;53;44;24;63;0;0;0
284;2;3;1;0;43;37;22;53;0;0;0
284;2;3;1;0;53;33;22;38;0;0;0
284;2;3;1;0;46;33;20;48;0;0;0
284;2;3;1;0;43;44;24;63;0;0;0
284;2;3;1;0;43;33;24;40;0;0;0
284;2;3;1;0;53;37;20;43;0;0;0
285;2;0;1;0;160;52;136;55;0;195;30
285;2;0;1;0;180;52;138;59;0;195;24
285;2;0;1;0;150;52;134;54;0;195;39
285;2;0;1;0;150;43;136;52;0;120;24
285;2;0;1;0;180;39;136;42;0;150;39
285;2;0;1;0;150;52;138;59;0;120;30
285;2;0;1;0;160;39;134;48;0;150;24
285;2;0;1;0;180;43;134;48;0;120;30
285;2;0;1;0;150;39;138;46;0;150;30
286;2;0;2;0;262;74;107;84;0;210;52
286;2;0;2;0;262;74;97;104;1;273;84
286;2;0;2;0;262;67;89;94;0;273;65
286;2;0;2;0;208;67;89;94;1;168;84
286;2;0;2;0;226;74;89;87;1;273;52
286;3;0;2;0;226;67;97;77;1;168;65
286;3;0;2;0;226;89;89;94;0;168;52
286;3;0;2;0;262;89;97;100;0;168;84
286;2;0;2;0;226;74;97;104;0;210;65
287;1;0;2;0;219;67;100;84;0;0;0
287;1;0;2;0;219;74;100;84;0;0;0
287;1;0;2;0;219;67;100;84;0;0;0
287;2;0;2;0;219;74;100;84;0;0;0
287;1;0;2;0;258;89;82;97;1;0;0
287;2;0;2;0;258;89;82;97;1;0;0
287;1;0;2;0;200;74;100;84;1;0;0
287;2;0;2;0;200;74;100;84;1;0;0
287;1;0;2;0;200;89;90;104;1;0;0
288;1;0;2;0;200;89;90;104;1;0;0
288;1;0;2;0;200;67;90;77;0;0;0
288;1;0;2;0;258;67;100;84;1;0;0
288;1;0;2;0;200;74;82;90;0;0;0
288;1;0;2;0;219;89;100;120;1;0;0
288;1;0;2;0;200;67;90;77;0;0;0
288;1;0;2;0;258;67;100;84;1;0;0
288;1;0;2;0;200;74;82;90;0;0;0
288;1;0;2;0;219;89;100;120;1;0;0
289;2;3;3;0;92;24;34;29;0;0;0
289;2;3;3;0;92;24;31;38;1;0;0
289;2;3;3;0;92;22;29;34;0;0;0
289;2;3;3;0;74;22;29;34;1;0;0
289;2;3;3;0;80;24;29;31;1;0;0
289;2;3;3;0;80;22;31;26;1;0;0
289;2;3;3;0;80;29;29;34;0;0;0
289;2;3;3;0;92;29;31;37;0;0;0
289;2;3;3;0;80;24;31;38;0;0;0
290;1;1;2;0;286;50;146;60;0;180;84
290;1;1;2;0;286;50;138;80;1;234;136
290;1;1;2;0;286;45;132;80;0;234;105
290;1;1;2;0;226;45;132;80;1;144;136
290;1;1;2;0;246;50;132;65;1;234;84
290;3;1;2;0;246;45;138;60;1;144;105
290;3;1;2;0;246;60;132;60;0;144;84
290;1;1;2;0;286;60;138;65;0;144;136
290;1;1;2;0;246;50;138;80;0;180;105
291;2;1;2;0;214;60;85;65;0;273;115
291;2;1;2;0;196;60;77;60;0;273;149
291;2;1;2;0;250;60;95;80;0;273;92
291;1;1;2;0;196;50;85;80;0;168;92
291;2;1;2;0;250;45;85;60;0;210;149
291;2;1;2;0;214;45;77;80;0;210;92
291;2;1;2;0;196;60;95;80;0;168;115
291;2;1;2;0;196;45;95;65;0;210;115
291;2;1;2;0;250;50;77;65;0;168;115
292;2;1;3;0;222;50;85;60;0;160;76
292;2;1;3;0;222;50;77;80;1;208;123
292;2;1;3;0;222;45;71;80;0;208;95
292;2;1;3;0;166;45;71;80;1;128;123
292;2;1;3;0;185;50;71;65;1;208;76
292;2;1;3;0;185;45;77;60;1;128;95
292;2;1;3;0;185;60;71;60;0;128;76
292;1;1;3;0;222;60;77;65;0;128;123
292;2;1;3;0;185;50;77;80;0;160;95
293;1;1;3;0;232;50;98;60;0;170;92
293;1;1;3;0;232;50;90;80;1;221;149
293;1;1;3;0;232;45;84;80;0;221;115
293;1;1;3;0;181;45;84;80;1;136;149
293;1;1;3;0;198;50;84;65;1;221;92
293;1;1;3;0;198;45;90;60;1;136;115
293;2;1;3;0;198;60;84;60;0;136;92
293;2;1;3;0;232;60;90;65;0;136;149
293;1;1;3;0;198;50;90;80;0;170;115
294;2;1;4;0;203;50;67;60;0;0;0
294;2;1;4;0;203;50;59;80;1;0;0
294;2;1;4;0;203;45;53;80;0;0;0
294;2;1;4;0;157;45;53;80;1;0;0
294;2;1;4;0;172;50;53;65;1;0;0
294;2;1;4;0;172;45;59;60;1;0;0
294;2;1;4;0;172;60;53;60;0;0;0
294;2;1;4;0;203;60;59;65;0;0;0
294;2;1;4;0;172;50;59;80;0;0;0
295;2;0;1;1;242;3120;75;3380;0;0;0
295;2;0;1;1;219;3120;66;3120;0;0;0
295;2;0;1;1;287;3120;87;4160;0;0;0
295;1;0;1;1;219;2600;75;4160;0;0;0
295;2;0;1;1;287;2340;75;3120;0;0;0
295;1;0;1;1;242;2340;66;4160;0;0;0
295;1;0;1;1;219;3120;87;4160;0;0;0
295;1;0;1;1;219;2340;87;3380;0;0;0
295;2;0;1;1;287;2600;66;3380;0;0;0
296;2;0;2;1;163;3120;85;3120;1;0;0
296;1;0;2;1;163;2340;92;3380;1;0;0
296;1;0;2;1;133;2340;88;3120;0;0;0
296;1;0;2;1;143;2340;92;3380;0;0;0
296;2;0;2;1;143;2600;92;3120;0;0;0
296;2;0;2;1;133;3120;88;3380;1;0;0
296;2;0;2;1;133;2600;92;3120;1;0;0
296;1;0;2;1;143;3120;92;4160;1;0;0
296;1;0;2;1;133;2600;85;3380;0;0;0
297;2;0;2;1;131;3120;88;3380;0;0;0
297;2;0;2;1;120;3120;85;3120;0;0;0
297;1;0;2;1;153;3120;92;4160;0;0;0
297;1;0;2;1;120;2600;88;4160;0;0;0
297;1;0;2;1;153;2340;88;3120;0;0;0
297;1;0;2;1;131;2340;85;4160;0;0;0
297;1;0;2;1;120;3120;92;4160;0;0;0
297;1;0;2;1;120;2340;92;3380;0;0;0
297;1;0;2;1;153;2600;85;3380;0;0;0
298;3;0;4;1;103;3120;31;3120;1;80;40
298;3;0;4;1;82;2340;34;3120;0;104;32
298;3;0;4;1;103;2340;38;3380;1;64;32
298;3;0;4;1;89;2340;38;3380;0;104;52
298;3;0;4;1;89;2600;38;3120;0;64;52
298;3;0;4;1;82;2600;38;3120;1;104;40
298;3;0;4;1;82;3120;34;3380;1;80;32
298;3;0;4;1;82;2600;31;3380;0;80;52
298;3;0;4;1;89;3120;38;4160;1;80;52
299;2;1;1;1;138;3120;59;3120;1;0;0
299;1;1;1;1;138;2340;66;3380;1;0;0
299;1;1;1;1;106;2340;62;3120;0;0;0
299;1;1;1;1;117;2340;66;3380;0;0;0
299;2;1;1;1;117;2600;66;3120;0;0;0
299;2;1;1;1;106;3120;62;3380;1;0;0
299;2;1;1;1;106;2600;66;3120;1;0;0
299;1;1;1;1;106;2600;59;3380;0;0;0
299;1;1;1;1;117;3120;66;4160;1;0;0
300;2;1;1;1;86;2600;57;3120;0;0;0
300;1;1;1;1;86;2340;53;4160;0;0;0
300;1;1;1;1;86;2600;55;4160;1;0;0
300;1;1;1;1;76;2340;53;4160;1;0;0
300;2;1;1;1;79;2600;53;3380;1;0;0
300;2;1;1;1;79;2340;55;3120;1;0;0
300;2;1;1;1;79;3120;53;3120;0;0;0
300;1;1;1;1;79;2600;55;4160;0;0;0
300;2;1;1;1;86;3120;55;3380;0;0;0
301;1;1;1;1;119;2600;93;3120;0;0;0
301;1;1;1;1;119;2600;91;4160;1;0;0
301;1;1;1;1;119;2340;89;4160;0;0;0
301;1;1;1;1;94;2340;89;4160;1;0;0
301;1;1;1;1;102;2600;89;3380;1;0;0
301;2;1;1;1;102;2340;91;3120;1;0;0
301;2;1;1;1;102;3120;89;3120;0;0;0
301;1;1;1;1;119;3120;91;3380;0;0;0
